microcirculations,INSERT,{Trunk of iliac part of left iliolumbar artery;22323;ART;N}
microcirculations,INSERT,{Venae comitantes of left superior gluteal vein;22323;VEN;N}
microcirculations,INSERT,{Trunk of left obturator vein;22323;VEN;N}
microcirculations,INSERT,{Trunk of iliac branch of left obturator artery;22323;ART;N}
microcirculations,INSERT,{Trunk of iliacus part of left superior gluteal artery;22323;ART;N}
microcirculations,INSERT,{Venae comitantes of left iliolumbar vein;16591;VEN;N}
microcirculations,INSERT,{Trunk of iliac part of left iliolumbar artery;16591;ART;N}
microcirculations,INSERT,{Venae comitantes of left superior gluteal vein;16591;VEN;N}
microcirculations,INSERT,{Trunk of left obturator vein;16591;VEN;N}
microcirculations,INSERT,{Trunk of iliac branch of left obturator artery;16591;ART;N}
microcirculations,INSERT,{Trunk of left nutrient artery to ilium;16591;ART;N}
microcirculations,INSERT,{Trunk of left subcostal artery;13893;ART;N}
microcirculations,INSERT,{Trunk of internal oblique division of ascending part of left deep circumflex iliac artery;13893;ART;N}
microcirculations,INSERT,{Trunk of left subcostal vein;13893;VEN;N}
microcirculations,INSERT,{Venae comitantes of left iliolumbar vein;13893;VEN;N}
microcirculations,INSERT,{Venae comitantes of left deep circumflex iliac vein;13893;VEN;N}
microcirculations,INSERT,{Trunk of iliac part of left iliolumbar artery;13893;ART;N}
microcirculations,INSERT,{Trunk of left perineal artery;21924;ART;N}
microcirculations,INSERT,{Trunk of left perineal vein;21924;VEN;N}
microcirculations,INSERT,{Trunk of posterior segmental artery of the left renal artery;7205;ART;N}
microcirculations,INSERT,{Trunk of anterior tributary of left renal vein;7205;VEN;N}
microcirculations,INSERT,{Trunk of posterior tributary of left renal vein;7205;VEN;N}
microcirculations,INSERT,{Trunk of left perineal artery;20372;ART;N}
microcirculations,INSERT,{Trunk of left perineal vein;20372;VEN;N}
